Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price
BMW,Fiesta,3.798989102,Petrol,2001,82565,36692
Tesla,Corolla,2.76305403,Hybrid,2017,96386,33388
Toyota,Cruze,2.913825586,Hybrid,2014,136670,41510
Ford,3 Series,1.393683368,Hybrid,2011,35216,17753
Volkswagen,3 Series,3.880963863,Petrol,2001,161775,46611
Chevrolet,Civic,4.882207395,Petrol,2001,179087,17485
Tesla,Civic,3.762888559,Hybrid,2021,122009,35402
Tesla,Corolla,1.072903154,Petrol,2001,112034,10877
Honda,Model 3,3.878451694,Diesel,2016,76452,34053
Audi,Altima,4.687109685,Diesel,2005,144590,37307
Toyota,Corolla,2.02184961,Petrol,2005,149928,24913
Nissan,Fiesta,1.904181486,Diesel,2018,144332,34672
Nissan,A4,1.850120641,Electric,2014,86876,47435
Chevrolet,Altima,4.354852237,Petrol,2004,84463,20102
Volkswagen,C-Class,4.31101806,Diesel,2009,184453,1962
Ford,Fiesta,2.277435224,Hybrid,2001,93457,42145
Honda,Cruze,2.87961964,Petrol,2004,130954,44482
Mercedes-Benz,Corolla,3.248089352,Electric,2015,130528,15168
Honda,Cruze,3.425087883,Hybrid,2009,13647,6875
Chevrolet,Altima,2.898786421,Diesel,2012,67909,24834
Tesla,Golf,1.27640527,Petrol,2005,5441,32329
Volkswagen,Model 3,2.51828983,Diesel,2013,190053,48255
Audi,Civic,4.82177904,Petrol,2001,3438,39771
Chevrolet,Civic,1.583362818,Hybrid,2001,66409,4104
Mercedes-Benz,Cruze,2.383577346,Petrol,2004,132582,39921
Volkswagen,C-Class,4.233213379,Petrol,2004,177712,4860
Toyota,Model 3,3.365154715,Hybrid,2021,27228,13435
Audi,C-Class,1.545393219,Electric,2022,189143,49467
Volkswagen,Cruze,3.333132677,Petrol,2003,125733,41274
Chevrolet,A4,1.390058654,Diesel,2007,25457,48050
Toyota,Model 3,1.471115616,Petrol,2007,128284,41256
Honda,3 Series,2.072160188,Petrol,2005,54451,23066
BMW,Golf,3.534449683,Hybrid,2012,121359,46596
Tesla,Cruze,2.39576463,Diesel,2016,195426,9733
Mercedes-Benz,Corolla,3.820132234,Petrol,2013,27796,9552
Audi,Corolla,1.979609848,Petrol,2020,12906,36439
Chevrolet,Civic,3.303404026,Hybrid,2007,175978,21332
Mercedes-Benz,Corolla,2.152341724,Electric,2013,16499,29320
Toyota,A4,2.905555679,Electric,2012,92153,22402
BMW,Model 3,3.349111199,Petrol,2002,144787,18209
Audi,Corolla,2.235996025,Petrol,2000,99157,40290
Chevrolet,A4,1.488586274,Hybrid,2015,147182,17592
Chevrolet,Civic,2.598270643,Electric,2017,151092,39094
Ford,Corolla,3.62451722,Electric,2021,24952,40107
Honda,A4,3.000751596,Diesel,2021,164482,2707
Mercedes-Benz,Altima,2.224499211,Electric,2017,150736,24696
Honda,C-Class,1.913298942,Diesel,2009,66369,2988
BMW,Altima,2.424158405,Petrol,2015,194211,42865
Audi,C-Class,2.416019795,Petrol,2005,35872,38569
Ford,Fiesta,1.200352295,Electric,2009,163933,40526
Chevrolet,Cruze,2.230620032,Diesel,2008,15907,13217
Tesla,Golf,2.157975093,Diesel,2009,78636,3008
Tesla,Civic,2.720913505,Hybrid,2016,152297,21959
Honda,Civic,1.682406856,Hybrid,2020,120942,3851
Tesla,Fiesta,3.081563462,Hybrid,2009,120086,49238
Chevrolet,Altima,2.868114434,Petrol,2021,172204,38576
Nissan,Cruze,1.40570472,Hybrid,2018,84550,39870
Tesla,Fiesta,2.873681422,Electric,2007,135441,4467
Ford,Model 3,2.850791472,Hybrid,2019,27607,18800
Nissan,Civic,4.282374959,Diesel,2005,21607,48950
Toyota,Cruze,4.568570251,Diesel,2021,85094,23261
Chevrolet,A4,1.622115415,Petrol,2013,123468,12014
Tesla,3 Series,1.719032667,Hybrid,2018,32442,12868
BMW,3 Series,2.712565647,Hybrid,2009,170949,34423
Toyota,Altima,4.577025169,Diesel,2001,141569,4214
Honda,C-Class,3.515270864,Electric,2002,177861,41120
Audi,Altima,3.059888619,Petrol,2020,73473,39465
Toyota,Golf,2.299346128,Electric,2021,63737,38844
Chevrolet,3 Series,2.678244963,Petrol,2009,132657,24926
Volkswagen,3 Series,4.863036249,Petrol,2022,85680,18431
Mercedes-Benz,3 Series,4.06007655,Diesel,2022,91356,27904
BMW,Civic,3.228850322,Hybrid,2010,99068,13211
Nissan,Fiesta,1.697605766,Petrol,2012,127716,15938
Mercedes-Benz,A4,4.998819499,Hybrid,2002,53940,43825
Mercedes-Benz,Civic,3.099704271,Petrol,2016,118556,32439
Nissan,3 Series,3.063990311,Petrol,2022,81754,46243
Honda,3 Series,1.332715886,Hybrid,2006,100737,39263
Toyota,Altima,2.967192825,Hybrid,2020,136462,39812
Mercedes-Benz,Model 3,1.302157137,Electric,2016,78263,24949
Audi,Model 3,4.571463231,Electric,2016,165797,8167
Chevrolet,Cruze,2.637059889,Diesel,2018,136079,34999
BMW,Golf,3.134839153,Petrol,2006,165014,20360
Chevrolet,C-Class,4.073041696,Diesel,2005,143345,28141
Mercedes-Benz,Fiesta,2.440845537,Diesel,2012,131159,1817
Volkswagen,Corolla,2.531459118,Diesel,2002,24237,48487
Mercedes-Benz,Civic,2.832439504,Diesel,2002,195771,10067
Tesla,A4,4.777683321,Electric,2007,142678,15886
Honda,Corolla,4.297633369,Petrol,2005,180813,4529
Mercedes-Benz,Fiesta,3.078415547,Hybrid,2002,80985,10742
Audi,Altima,2.154989834,Diesel,2000,57296,16965
Toyota,Civic,4.557905195,Diesel,2006,153986,38964
Volkswagen,Fiesta,2.955979327,Hybrid,2010,6460,9622
Volkswagen,Fiesta,3.538605837,Electric,2006,50550,8955
Audi,Cruze,2.943366777,Diesel,2008,143936,5966
Chevrolet,Cruze,2.003713208,Electric,2022,138063,40456
Ford,Altima,4.203482515,Diesel,2017,53107,12802
Nissan,Model 3,3.595667736,Electric,2021,196737,4464
Audi,3 Series,2.841556011,Diesel,2022,106501,37758
Mercedes-Benz,3 Series,4.489737458,Electric,2004,84713,43945
Chevrolet,Fiesta,2.863442617,Diesel,2016,182783,31217
Audi,Altima,3.347561232,Electric,2004,53785,20276
Tesla,3 Series,2.518729656,Hybrid,2019,82337,41115
Volkswagen,Model 3,2.025070487,Electric,2017,180519,1390
Mercedes-Benz,3 Series,2.742478618,Hybrid,2019,181138,12585
Nissan,Cruze,1.44369238,Diesel,2022,153199,4394
BMW,Cruze,3.89424346,Hybrid,2000,72487,18043
Toyota,A4,4.227213669,Hybrid,2009,109907,46358
BMW,Fiesta,1.827395905,Hybrid,2017,35139,46714
Mercedes-Benz,3 Series,2.304157887,Petrol,2002,119184,47405
Tesla,3 Series,4.540531313,Diesel,2014,128418,18914
Nissan,A4,2.945751153,Electric,2010,190844,32444
Audi,Corolla,4.77678113,Diesel,2017,32523,36885
Ford,Cruze,4.570884293,Petrol,2008,78008,47439
Nissan,Model 3,3.42178248,Hybrid,2009,15913,48436
Mercedes-Benz,Golf,3.934210821,Hybrid,2007,164552,32525
Honda,Altima,4.249184498,Diesel,2015,143541,17287
Ford,Corolla,1.968409419,Hybrid,2013,106866,25590
Ford,Cruze,2.847029546,Petrol,2018,12170,33128
Mercedes-Benz,Cruze,2.962949709,Diesel,2012,40299,8959
Toyota,Civic,3.586564982,Electric,2001,16295,40606
Chevrolet,Civic,1.585300547,Petrol,2003,155364,35910
BMW,Altima,1.27178507,Electric,2001,39510,17681
Volkswagen,Golf,2.529749022,Diesel,2005,162129,44019
Volkswagen,Cruze,4.712297783,Petrol,2001,119307,38586
Ford,C-Class,4.334758721,Diesel,2020,68879,45095
Ford,Fiesta,3.967069362,Diesel,2021,49289,4778
Toyota,Altima,3.593854791,Electric,2006,30243,19396
Volkswagen,Golf,2.600936957,Diesel,2002,32630,9807
Toyota,3 Series,2.875384566,Diesel,2019,167684,22546
Honda,Altima,2.911493877,Diesel,2016,117048,39505
Honda,Civic,1.672467255,Electric,2022,43088,1945
Tesla,3 Series,3.38714567,Petrol,2016,56347,29260
Volkswagen,Golf,4.595165778,Electric,2018,129488,24813
Ford,C-Class,2.96902683,Petrol,2005,59937,45405
Nissan,C-Class,1.852482458,Diesel,2021,191933,19383
Honda,Fiesta,4.763208611,Petrol,2009,23695,16737
Tesla,Model 3,2.802630365,Hybrid,2017,122372,12399
Volkswagen,Golf,4.147329122,Hybrid,2013,101070,17498
Ford,Fiesta,1.139942609,Hybrid,2012,22035,45278
Toyota,Model 3,4.972743446,Diesel,2015,27726,9210
Ford,Fiesta,4.417395402,Electric,2009,35339,25798
Nissan,Model 3,1.36638557,Hybrid,2000,199978,32114
Honda,C-Class,2.076885304,Diesel,2019,16343,6309
Ford,Corolla,2.778726964,Electric,2011,106954,31478
Mercedes-Benz,Fiesta,3.982314846,Electric,2009,20298,27869
Volkswagen,Cruze,1.167895023,Diesel,2011,39733,35327
Audi,3 Series,1.682676801,Diesel,2001,5241,4249
Toyota,Golf,3.719584365,Hybrid,2015,3809,6346
Nissan,3 Series,4.431483077,Petrol,2020,185618,19352
Nissan,Model 3,4.639293515,Hybrid,2006,27576,20065
Tesla,Golf,4.35797671,Diesel,2002,130620,27478
Ford,Fiesta,1.744386191,Electric,2004,128469,16646
Honda,Civic,4.90417576,Hybrid,2022,178851,15908
BMW,Altima,4.912398409,Electric,2003,60945,13627
Tesla,3 Series,3.836003411,Petrol,2005,17228,23037
Tesla,Altima,2.575329358,Petrol,2009,147496,45818
BMW,Fiesta,3.90137325,Hybrid,2000,46015,2292
BMW,C-Class,4.50972922,Hybrid,2011,49108,7696
Mercedes-Benz,Corolla,4.340356743,Diesel,2002,58785,4736
Chevrolet,Model 3,1.820558053,Petrol,2004,90343,12255
Nissan,A4,3.51669317,Electric,2014,198745,43642
Tesla,A4,3.990701948,Electric,2020,87615,16235
Honda,3 Series,3.474672559,Hybrid,2007,191368,28714
Honda,C-Class,4.216441411,Diesel,2017,14983,40075
Honda,Golf,2.295947998,Electric,2009,164037,13874
Mercedes-Benz,Cruze,1.798726952,Diesel,2008,159461,28914
Honda,Cruze,3.734867914,Hybrid,2012,58917,42287
Mercedes-Benz,Cruze,1.787174784,Petrol,2010,110285,28119
Toyota,Golf,2.98320068,Petrol,2002,154974,47094
Tesla,Altima,2.014138614,Diesel,2011,21830,49132
Nissan,Altima,3.219695052,Electric,2020,17468,2738
Chevrolet,A4,2.316559871,Diesel,2006,130023,45480
Tesla,Altima,3.291873193,Electric,2022,75247,6160
Ford,C-Class,2.152547647,Petrol,2005,68825,43523
Mercedes-Benz,3 Series,4.551541978,Electric,2009,182736,29015
Mercedes-Benz,3 Series,1.339949299,Hybrid,2022,194057,34008
Audi,Model 3,2.637770066,Electric,2007,68460,47731
Volkswagen,3 Series,3.635816304,Diesel,2013,148648,17736
Tesla,Civic,4.63597218,Electric,2021,27835,33241
Audi,Model 3,2.249032738,Electric,2012,79215,12235
Audi,3 Series,4.151213932,Electric,2017,18348,26237
Volkswagen,Model 3,2.027360688,Petrol,2006,187030,8619
Mercedes-Benz,Civic,3.084415741,Hybrid,2021,168154,46356
Honda,3 Series,4.123637497,Electric,2002,60511,19361
Toyota,Golf,4.799147773,Diesel,2002,87341,45958
Chevrolet,Fiesta,2.285110409,Hybrid,2015,66033,48911
Honda,A4,4.457009342,Hybrid,2022,44879,13043
Audi,Cruze,2.019590067,Electric,2002,186726,44841
Chevrolet,Cruze,1.84383009,Diesel,2001,6940,37248
Chevrolet,Fiesta,3.517643551,Petrol,2000,46975,32071
Tesla,Corolla,4.313767571,Electric,2009,174577,20674
Ford,3 Series,4.102193564,Hybrid,2010,155292,48603
Volkswagen,Model 3,2.277854767,Hybrid,2005,147173,44954
Chevrolet,Cruze,2.490315825,Hybrid,2003,193345,28655
Honda,Golf,1.059131097,Hybrid,2000,118034,23565
Nissan,Fiesta,2.230086625,Petrol,2019,113803,11739
Ford,Model 3,1.776258919,Petrol,2007,98578,49670
Volkswagen,Civic,3.550332701,Hybrid,2017,186516,8453
Nissan,Model 3,3.422396677,Electric,2013,60448,39161
Tesla,3 Series,1.123202656,Diesel,2015,156527,7603
Toyota,A4,3.636616494,Electric,2007,147429,19814
Ford,Golf,2.709318788,Diesel,2018,165292,44206
Nissan,Corolla,4.749838586,Hybrid,2015,180909,37925
Honda,A4,4.619614137,Electric,2001,104607,43928
Ford,Fiesta,4.602688895,Electric,2002,112308,29881
Ford,3 Series,3.589075389,Petrol,2014,154938,5988
Toyota,C-Class,3.830936186,Hybrid,2005,119628,14255
Chevrolet,A4,1.194245913,Petrol,2015,192810,8050
Honda,3 Series,3.92046914,Hybrid,2006,147648,36613
Toyota,Corolla,4.614911844,Hybrid,2009,33814,7064
Honda,A4,1.488085503,Diesel,2002,80107,6582
Toyota,Civic,4.006040407,Electric,2016,192623,22568
Mercedes-Benz,Cruze,4.833749505,Diesel,2004,46182,8128
Toyota,Cruze,1.041336853,Petrol,2018,104794,17202
Chevrolet,3 Series,3.279197821,Hybrid,2004,174918,16496
Toyota,Golf,3.672959087,Hybrid,2000,112072,41069
Honda,A4,1.502466072,Hybrid,2000,76017,49024
Honda,Civic,4.376695888,Petrol,2003,40086,2355
Ford,Model 3,1.159169592,Diesel,2010,153129,31827
Honda,Model 3,4.8707401,Diesel,2018,145583,22398
Ford,Civic,3.629615601,Hybrid,2001,145944,3887
Audi,Corolla,4.053337135,Electric,2009,47208,26259
Ford,Cruze,3.603626805,Petrol,2001,122474,7117
Ford,3 Series,1.834490863,Petrol,2005,42019,32367
Honda,Altima,1.606373067,Diesel,2018,198508,27396
Toyota,Fiesta,2.916693964,Hybrid,2021,65218,47625
BMW,Altima,4.845588905,Hybrid,2009,52512,8685
Audi,A4,3.664515766,Petrol,2011,12688,17250
Toyota,A4,1.205862385,Electric,2015,92087,6563
BMW,Corolla,4.091097941,Petrol,2017,19178,40745
BMW,Altima,2.171844533,Hybrid,2003,134720,32713
Audi,3 Series,3.966782655,Electric,2016,186749,3802
BMW,Model 3,1.660202224,Diesel,2007,197134,31518
Nissan,Cruze,1.215866341,Diesel,2001,26514,19058
Tesla,C-Class,2.829691238,Petrol,2007,158519,6520
Ford,Fiesta,4.757133933,Hybrid,2008,61260,44923
Ford,Corolla,1.002368857,Hybrid,2015,133573,34978
Volkswagen,A4,2.110633015,Hybrid,2021,149980,5300
Chevrolet,3 Series,4.293380504,Electric,2004,27700,36049
Volkswagen,Civic,2.526147088,Electric,2003,138249,25634
Ford,Model 3,3.883853455,Petrol,2001,103110,40830
Nissan,Altima,3.486135314,Hybrid,2007,153131,14616
Audi,Model 3,2.835213017,Petrol,2016,107260,44514
Toyota,A4,3.741043098,Petrol,2011,53874,42861
Tesla,Fiesta,2.71296876,Diesel,2000,12271,43928
Mercedes-Benz,Golf,2.515357455,Petrol,2001,74960,16381
Audi,Cruze,2.393775265,Petrol,2002,69707,15940
Toyota,Cruze,3.509891381,Diesel,2011,13240,35240
Volkswagen,Cruze,3.376096647,Electric,2008,152678,4027
Audi,Corolla,4.330664851,Electric,2022,137779,48477
BMW,A4,2.798867813,Electric,2022,132313,7009
Nissan,Altima,1.437427958,Electric,2019,6271,27771
Honda,Model 3,3.239201966,Diesel,2015,147385,7498
Toyota,3 Series,3.872202535,Diesel,2015,121414,21139
Honda,Cruze,3.829874655,Petrol,2015,49369,25237
Ford,Golf,4.03530959,Electric,2006,29413,37720
Chevrolet,A4,3.518545313,Electric,2011,158955,1967
Ford,3 Series,1.715142065,Hybrid,2017,173280,18334
Nissan,3 Series,1.112138148,Diesel,2018,199278,7167
Honda,Altima,1.188706331,Petrol,2000,103202,49075
Honda,Golf,2.831918548,Petrol,2004,182623,43815
Honda,3 Series,2.698180946,Petrol,2011,76116,9230
Nissan,A4,1.523253068,Diesel,2015,98082,39893
Toyota,C-Class,3.788814545,Petrol,2017,15573,46524
Nissan,Model 3,3.297224429,Petrol,2003,130431,22378
Tesla,A4,1.084724441,Diesel,2019,146882,36772
Mercedes-Benz,Fiesta,2.857486694,Diesel,2017,184753,3602
Volkswagen,C-Class,1.289309265,Hybrid,2000,144209,49663
Ford,Civic,2.799542961,Electric,2015,19096,36160
Chevrolet,Corolla,3.968353928,Hybrid,2021,37651,6391
Ford,Cruze,4.606810025,Petrol,2003,10571,32323
Nissan,Fiesta,4.975768884,Petrol,2014,50783,39464
Tesla,Cruze,2.83377649,Hybrid,2009,21506,8988
Honda,Corolla,4.149545767,Electric,2007,125367,41319
Volkswagen,Golf,2.756960406,Electric,2014,39089,46767
Tesla,Fiesta,1.170027821,Petrol,2015,6346,44110
Toyota,Fiesta,3.359739839,Hybrid,2001,150371,21031
Nissan,Altima,4.4724416,Petrol,2021,171904,25255
BMW,A4,2.279517039,Petrol,2005,20290,5303
Chevrolet,Model 3,4.038857842,Diesel,2021,40643,1120
Mercedes-Benz,Golf,3.277870651,Petrol,2017,113373,25907
Mercedes-Benz,Fiesta,4.030608378,Petrol,2006,145715,49325
Chevrolet,Civic,1.82499883,Petrol,2018,54267,18129
Nissan,Golf,4.617247346,Electric,2008,90111,13813
Nissan,Model 3,1.499252393,Hybrid,2012,99111,19503
Chevrolet,Golf,4.296712087,Petrol,2002,189548,28896
Nissan,Model 3,2.01204963,Electric,2006,137870,1587
Honda,Golf,1.954977407,Hybrid,2019,68469,34787
Honda,Golf,1.225385202,Diesel,2007,169879,23164
Mercedes-Benz,Altima,2.640780669,Diesel,2001,199499,1693
BMW,3 Series,1.049881786,Electric,2017,162352,24560
Toyota,3 Series,1.661679608,Petrol,2000,30053,32731
BMW,Fiesta,4.947905174,Electric,2007,2150,39015
Nissan,Corolla,1.227963524,Diesel,2022,63372,23556
Mercedes-Benz,Corolla,1.525207759,Petrol,2003,31956,20730
Toyota,Golf,2.981974409,Electric,2010,98566,10880
Volkswagen,Civic,3.25240203,Electric,2020,141504,44632
Volkswagen,Civic,4.440435409,Electric,2016,74774,40152
Ford,A4,3.29342598,Petrol,2003,8972,36554
Tesla,Fiesta,4.53814015,Electric,2009,33504,33271
Chevrolet,C-Class,4.330990238,Diesel,2013,39409,37551
Volkswagen,Cruze,2.657000678,Diesel,2007,184352,22984
Nissan,Golf,3.029541085,Hybrid,2019,171512,40089
Ford,Cruze,3.956289799,Hybrid,2012,4223,34681
Ford,A4,4.464419067,Diesel,2002,72142,10476
Chevrolet,Corolla,4.443475201,Diesel,2007,104603,1432
Audi,Fiesta,1.972942339,Diesel,2010,136188,16249
Mercedes-Benz,Fiesta,4.481344681,Diesel,2006,71648,17352
BMW,Golf,2.236309777,Hybrid,2015,197321,20104
Toyota,A4,1.254898752,Diesel,2005,124930,17788
BMW,Golf,1.252256605,Hybrid,2000,85872,37063
Tesla,C-Class,2.647093736,Petrol,2010,61321,39595
Toyota,Altima,4.500818546,Petrol,2013,83179,47549
Toyota,Altima,3.114598189,Hybrid,2017,155046,11029
Nissan,Model 3,1.513142455,Diesel,2008,14460,13201
Chevrolet,Fiesta,2.656624961,Diesel,2014,118075,2398
Chevrolet,Fiesta,4.64088542,Electric,2008,164264,18377
Toyota,Fiesta,2.591706292,Hybrid,2018,33276,36340
Tesla,C-Class,1.937690388,Diesel,2015,166567,39510
Honda,A4,1.135033599,Petrol,2010,135471,16548
BMW,Fiesta,4.642583806,Hybrid,2015,23158,30515
Tesla,Civic,2.766396421,Hybrid,2017,128646,34370
Honda,3 Series,4.290010337,Electric,2020,194949,27750
Honda,Corolla,1.504860147,Diesel,2007,176015,36817
Honda,Corolla,3.770769359,Hybrid,2002,57900,40415
Honda,Model 3,2.996686007,Hybrid,2017,175383,47877
Tesla,Altima,1.465388905,Electric,2011,79405,20649
Tesla,Civic,4.864797593,Diesel,2008,68397,23522
Honda,C-Class,3.89570345,Hybrid,2004,152219,38780
Tesla,Fiesta,4.434391038,Hybrid,2011,21134,30239
Tesla,Model 3,1.959198603,Electric,2016,150015,12060
Chevrolet,Cruze,4.633569895,Electric,2001,13222,20764
Volkswagen,Altima,2.829839718,Electric,2003,76943,47275
Toyota,Altima,1.062146794,Diesel,2018,167460,22648
Ford,Corolla,2.623126868,Electric,2006,189700,1028
Mercedes-Benz,Altima,2.223527348,Hybrid,2007,96693,16596
BMW,Fiesta,1.247069221,Petrol,2016,154007,18442
Chevrolet,Fiesta,1.86855302,Petrol,2017,37625,41636
Honda,3 Series,4.319142297,Diesel,2021,65514,42541
BMW,A4,4.51789084,Petrol,2014,112871,4250
Chevrolet,C-Class,1.387997242,Petrol,2011,162812,11745
Mercedes-Benz,C-Class,2.696159762,Petrol,2009,37550,3487
Audi,A4,3.592490432,Diesel,2022,61417,22878
BMW,Corolla,4.433983731,Hybrid,2017,166947,28548
Tesla,Altima,4.849352796,Hybrid,2008,127521,32167
Volkswagen,A4,1.684233344,Petrol,2007,92193,47348
Tesla,A4,3.799363681,Diesel,2014,107737,22407
Chevrolet,Civic,2.936496289,Hybrid,2005,148497,44424
Honda,Fiesta,3.789872595,Electric,2019,24879,41364
Audi,Model 3,3.80596963,Diesel,2015,140102,27615
Mercedes-Benz,Golf,2.218968786,Electric,2004,32105,8796
Volkswagen,3 Series,2.650591786,Petrol,2020,60803,16830
Honda,Model 3,3.980930312,Hybrid,2022,57072,32141
Chevrolet,Model 3,1.194849557,Petrol,2016,190974,3364
Chevrolet,Civic,3.90675605,Petrol,2022,168662,12917
Toyota,Fiesta,1.525204998,Electric,2004,52340,41052
Audi,C-Class,2.2129546,Diesel,2012,77908,22703
Volkswagen,Golf,4.551510819,Diesel,2018,78753,43766
BMW,Model 3,3.742443506,Petrol,2001,22991,44898
Chevrolet,Golf,1.224324806,Diesel,2022,111567,49270
Mercedes-Benz,C-Class,2.357531483,Petrol,2018,98257,31062
BMW,Altima,4.778219724,Petrol,2003,91252,43866
Ford,A4,2.497337676,Diesel,2022,184813,27755
Honda,Model 3,4.220226701,Electric,2008,169684,20050
Toyota,Corolla,1.236202625,Petrol,2006,130819,25427
Chevrolet,Cruze,2.366996034,Electric,2005,192671,44083
Audi,Civic,4.133851111,Hybrid,2018,84210,37647
Audi,C-Class,4.353401348,Hybrid,2003,91110,3448
Audi,Corolla,3.337812196,Hybrid,2014,115691,21107
BMW,3 Series,1.672434745,Diesel,2013,189833,31122
Audi,Cruze,3.037115469,Hybrid,2009,132165,13499
Ford,Fiesta,3.957150619,Diesel,2011,112571,15674
Mercedes-Benz,3 Series,2.384151998,Diesel,2018,35971,39588
Volkswagen,Altima,3.389062477,Electric,2011,7754,29887
Honda,C-Class,3.082762744,Electric,2002,52333,28565
Audi,A4,4.957158332,Electric,2005,134113,40364
Toyota,Fiesta,3.538892535,Diesel,2016,141117,15450
Ford,Cruze,2.054230713,Electric,2006,84275,30313
Chevrolet,Model 3,2.47914704,Diesel,2011,11587,43377
Nissan,Fiesta,1.880166521,Electric,2005,115199,19910
Honda,A4,3.152688907,Diesel,2017,71451,7776
Honda,Corolla,4.852153467,Electric,2002,109769,30953
Toyota,Golf,3.960967873,Diesel,2005,194078,29647
Mercedes-Benz,Golf,3.609587215,Petrol,2000,123619,9337
BMW,C-Class,4.145338811,Electric,2017,60486,15696
Nissan,Golf,4.591773796,Petrol,2000,147119,17953
Tesla,Golf,3.687305186,Diesel,2002,149315,18519
BMW,Altima,1.57370504,Hybrid,2015,158795,45454
BMW,Corolla,3.811543234,Electric,2007,11933,30875
Honda,3 Series,4.844129121,Electric,2009,170812,11873
Ford,Altima,2.758021831,Electric,2006,172069,47937
Toyota,Model 3,2.234700824,Petrol,2015,50209,31442
Chevrolet,Model 3,2.257772045,Hybrid,2004,56317,38854
Ford,C-Class,4.908579684,Electric,2020,149774,3324
Ford,Corolla,1.908189957,Petrol,2008,59655,3846
Chevrolet,Fiesta,4.172608187,Electric,2020,161796,29740
Chevrolet,Altima,4.336532402,Hybrid,2008,195550,48516
Toyota,Fiesta,1.354993821,Electric,2013,190172,19546
Tesla,A4,4.31863478,Hybrid,2022,47679,26316
Mercedes-Benz,3 Series,2.773803476,Diesel,2015,149659,18714
BMW,Model 3,3.659819934,Hybrid,2003,158729,39418
Honda,Fiesta,2.823712219,Electric,2015,156430,40346
Toyota,Altima,2.18950474,Diesel,2002,180680,35743
Volkswagen,Corolla,4.153785386,Diesel,2014,98345,46027
BMW,Cruze,1.828439153,Electric,2016,43725,9993
Audi,Model 3,1.284920634,Diesel,2022,41284,44700
Mercedes-Benz,C-Class,3.442139658,Hybrid,2006,22300,39540
Volkswagen,Golf,3.076172609,Petrol,2011,159092,14409
Toyota,C-Class,4.378734006,Hybrid,2000,85547,38500
Tesla,Fiesta,3.495348023,Electric,2011,14527,46527
Tesla,Model 3,1.027195398,Diesel,2010,97403,43502
Ford,A4,2.589164784,Hybrid,2022,92784,38682
BMW,Model 3,3.014434202,Petrol,2002,15580,49685
BMW,3 Series,4.11018505,Diesel,2019,9232,49581
BMW,Golf,4.890482629,Electric,2010,94905,48173
Chevrolet,Altima,1.709404612,Electric,2001,8926,45363
Audi,A4,4.465697041,Electric,2014,21393,19346
Honda,C-Class,4.945553707,Petrol,2017,36460,45291
Honda,Altima,4.452903444,Electric,2018,13620,9441
Mercedes-Benz,A4,4.336235073,Petrol,2000,53781,23229
Tesla,Fiesta,2.754216607,Electric,2006,150347,11895
Mercedes-Benz,Altima,1.400401648,Diesel,2009,170199,8243
Ford,Corolla,4.152589612,Petrol,2007,109900,15103
Honda,A4,2.601226362,Petrol,2021,27958,16311
Toyota,3 Series,1.202407843,Electric,2012,69137,5229
Audi,Golf,3.024149276,Diesel,2008,190322,11425
Nissan,Altima,2.944597461,Electric,2021,51674,2846
Mercedes-Benz,Corolla,4.613541952,Petrol,2017,25162,29870
Nissan,Golf,1.131343417,Petrol,2014,132563,19633
BMW,Altima,3.456276846,Electric,2020,35109,4638
Nissan,Cruze,4.549930773,Hybrid,2016,92311,22205
Audi,Civic,3.961040278,Hybrid,2010,26574,3747
Ford,Corolla,4.195283766,Hybrid,2015,38280,34999
Toyota,Altima,2.129492317,Petrol,2007,88127,26355
Honda,Fiesta,1.142092053,Petrol,2006,58317,18716
Ford,Cruze,3.967259161,Petrol,2007,37196,33947
Audi,Civic,4.654832451,Electric,2016,33072,15236
BMW,A4,1.236152541,Petrol,2010,14401,38984
Mercedes-Benz,Altima,1.652472099,Diesel,2019,36819,34239
BMW,C-Class,3.133833537,Hybrid,2019,5695,21943
Chevrolet,Civic,1.81531189,Hybrid,2014,165489,20837
Chevrolet,Corolla,1.744044668,Petrol,2003,97985,4958
Chevrolet,Altima,1.367040343,Electric,2015,168825,21296
Ford,Altima,4.862496928,Hybrid,2000,46406,6093
Audi,Corolla,3.689362325,Hybrid,2022,35418,5155
Ford,3 Series,2.022050591,Hybrid,2020,25462,22161
Tesla,Fiesta,2.523601781,Electric,2003,86651,28053
Nissan,Altima,2.880314731,Electric,2009,75761,25972
Toyota,3 Series,2.766581474,Electric,2015,44589,29473
Ford,A4,3.49522292,Electric,2011,49146,32104
Volkswagen,Civic,4.655574472,Diesel,2012,197768,46303
Honda,Model 3,2.878804266,Hybrid,2008,52058,41752
BMW,3 Series,4.754733342,Diesel,2008,78495,38192
BMW,Civic,3.2790509,Hybrid,2019,69679,2463
Nissan,Golf,1.311825043,Diesel,2014,49692,1354
Toyota,3 Series,3.387397223,Hybrid,2010,49559,36434
Audi,Altima,1.494612441,Electric,2016,119900,47462
Audi,Golf,4.154598895,Hybrid,2006,43335,16849
Audi,Corolla,4.091994069,Electric,2019,184575,10511
Chevrolet,Cruze,2.819432648,Hybrid,2008,118744,27795
Chevrolet,Fiesta,2.982968957,Petrol,2013,115013,25239
Audi,A4,3.179905576,Petrol,2018,102350,41703
Mercedes-Benz,A4,3.811658968,Diesel,2007,18340,35571
Chevrolet,3 Series,4.713916565,Hybrid,2008,184768,40853
